repository,good_first,created_at,comments,url,title,number,flags,labels
pytorch/pytorch,no,2024-06-11T06:25:37Z,4,https://github.com/pytorch/pytorch/issues/128395,_foreach_atan2,128395,actionable,module: optimizer; triaged; actionable; module: mta
Lightning-AI/pytorch-lightning,no,2024-06-10T12:46:47Z,1,https://github.com/Lightning-AI/pytorch-lightning/issues/19964,Documentation: writing custom samplers compatible with multi GPU training,19964,help wanted; docs,help wanted; docs
pytorch/pytorch,no,2024-06-10T11:00:35Z,4,https://github.com/pytorch/pytorch/issues/128323,UnsupportedOperatorError: Exporting the operator 'quantized::batch_norm2d' to ONNX opset version 14 is not supported.,128323,OSS contribution wanted,module: onnx; low priority; triaged; OSS contribution wanted
pytorch/pytorch,no,2024-06-08T15:16:04Z,15,https://github.com/pytorch/pytorch/issues/128292,put profiling results from different ranks into one webpage,128292,OSS contribution wanted,OSS contribution wanted; oncall: profiler
Lightning-AI/pytorch-lightning,no,2024-06-06T14:28:28Z,0,https://github.com/Lightning-AI/pytorch-lightning/issues/19952,Class name displayed incorrectly,19952,docs,docs
pytorch/pytorch,no,2024-06-05T21:33:51Z,7,https://github.com/pytorch/pytorch/issues/128064,"Improve debugability of warnings/errors ""Triggered internally at""",128064,actionable,module: autograd; module: error checking; triaged; actionable
pytorch/pytorch,no,2024-06-05T17:51:24Z,4,https://github.com/pytorch/pytorch/issues/128046,Future LRScheduler implementation with Tensor support,128046,actionable,triaged; actionable; module: LrScheduler
ggml-org/llama.cpp,no,2024-06-05T14:21:34Z,20,https://github.com/ggml-org/llama.cpp/issues/7772,ggml : add DirectML backend,7772,help wanted,help wanted; research 🔬; roadmap
ray-project/ray,no,2024-06-04T22:27:31Z,0,https://github.com/ray-project/ray/issues/45724,[DevProd] Docs to clarify stability of Nightly releases,45724,docs,triage; docs; devprod
ray-project/ray,no,2024-06-04T19:07:47Z,1,https://github.com/ray-project/ray/issues/45719,Serve - Update LLM Ray Serve example to include Triton and configurations for other accelerator types,45719,docs,P2; serve; docs
numpy/numpy,no,2024-06-04T15:35:31Z,12,https://github.com/numpy/numpy/issues/26613,DOC: Stable release notes stop at 1.26.0,26613,04 - Documentation,04 - Documentation
numpy/numpy,no,2024-06-01T21:43:31Z,8,https://github.com/numpy/numpy/issues/26593,DOC: add cheat sheet,26593,04 - Documentation,04 - Documentation
pytorch/pytorch,no,2024-06-01T04:45:18Z,4,https://github.com/pytorch/pytorch/issues/127676,module 'torch.mps' has no attribute 'device',127676,actionable,triaged; actionable; module: mps
scikit-learn/scikit-learn,no,2024-05-29T23:33:57Z,8,https://github.com/scikit-learn/scikit-learn/issues/29133,FEAT Allow the vector-form representation of symetric distance matrices as input,29133,help wanted,New Feature; Performance; help wanted; Hard
pytorch/pytorch,no,2024-05-25T16:33:16Z,10,https://github.com/pytorch/pytorch/issues/127176,"RuntimeError: ""_amp_foreach_non_finite_check_and_unscale_cuda"" not implemented for 'BFloat16'",127176,actionable,triaged; module: bfloat16; actionable; module: amp (automated mixed precision); module: mta
pytorch/pytorch,no,2024-05-23T11:22:05Z,4,https://github.com/pytorch/pytorch/issues/126972,ONNX Exporter Fails with Handling Complex Tensors,126972,OSS contribution wanted,module: onnx; triaged; OSS contribution wanted
pyg-team/pytorch_geometric,no,2024-05-22T12:33:09Z,0,https://github.com/pyg-team/pytorch_geometric/issues/9349,[Roadmap] GraphBolt Integration 🚀,9349,help wanted,feature; help wanted; 1 - Priority P1; roadmap
pyg-team/pytorch_geometric,no,2024-05-22T07:54:23Z,1,https://github.com/pyg-team/pytorch_geometric/issues/9346,Examples folder refactor,9346,help wanted,help wanted; 0 - Priority P0; refactor; example
pytorch/pytorch,no,2024-05-21T14:37:43Z,1,https://github.com/pytorch/pytorch/issues/126777,One complex number or boolean value of a 1D or more D tensor with `argmax()` and `dim=` works,126777,actionable,triaged; actionable; module: edge cases
pytorch/pytorch,no,2024-05-21T14:30:32Z,1,https://github.com/pytorch/pytorch/issues/126776,One complex number or boolean value of a 1D or more D tensor with `argmin()` and `dim=` works,126776,actionable,triaged; actionable; module: edge cases
pytorch/pytorch,no,2024-05-21T03:11:29Z,7,https://github.com/pytorch/pytorch/issues/126748,"""torch.geqrf"" performs differently on cpu and gpu",126748,actionable,module: cuda; triaged; module: NaNs and Infs; actionable
pytorch/pytorch,no,2024-05-20T19:54:15Z,3,https://github.com/pytorch/pytorch/issues/126714,move label_to_label.yml to an issue?,126714,actionable,triaged; better-engineering; actionable; module: devx
